meeting_no,meeting_date,monitoring_index,monitoring_comment
17,2020-10-29,2,#7119 の 7 日間平均は、前回の 49.9 件から 10 月 28 日時点の 49.0 件と横ばいだった。【コメント】#7119 は、感染拡大の早期予兆の指標の1つとして、モニタリングしている。第一波では、患者の急速な増加の前に#7119 における発熱等の相談件数が増加した。
17,2020-10-29,3,新規陽性者における接触歴等不明者数は、感染の広がりを反映する指標であるだけでなく、接触歴等不明な新規陽性者が、陽性判明前に潜在するクラスターを形成している可能性があるのでモニタリングしている。接触歴等不明者数は 7 日間平均で、前回の約 97 人から 10 月 28 日時点の約 84 人に減少した。【コメント】接触歴等不明者数は引き続き高い水準にあり、今後の動向を警戒する必要がある。接触歴を調査する保健所への支援が求められる。新規陽性者における接触歴等不明者の増加比が 100%を超えることは、増加傾向の指標となる。10 月 28 日時点の増加比は、前回の 92.8%から 87.8%と横ばいであった。【コメント】接触歴等不明者の増加比は 100%を下回っているが、新規陽性者数が高い水準のままであり、今後、人の往来や様々な活動が増えることで、再び増加に転じることへの警戒が必要である。※ 感染経路不明な者の割合は、前回の 56.7%から 10 月 28 日時点の 53.6%となり、国の指標及び目安における、ステージIIIの 50%を超える数値が続いている。
17,2020-10-29,4,"PCR 検査・抗原検査(以下「PCR 検査等」という。)の陽性率は、検査体制の指標としてモニタリングしている。迅速かつ広く PCR 検査等を実施することは、感染拡大防止と重症化予防の双方に効果的と考える。7 日間平均の PCR 検査等の陽性率は、前回の 3.6%から 10 月 28 日時点の 3.5%と横ばいであった。また、7 日間平均の PCR 検査等の人数は、前回は 3,975.4 人、10 月 28 日時点では 4,061.6 人と横ばいであった。【コメント】ア)新規陽性者数と PCR 検査等の陽性率は横ばいであるが、複数の地域でクラスターが発生しており、その推移に警戒する必要がある。イ)経済活動が活発になり、さらに、感染拡大のリスクを高める機会が増加し、感染経路が多岐にわたっている可能性がある。感染リスクが高い地域や集団及び重症化するリスクが高い高齢者施設などに対して、感染予防策に関する情報提供や、感染拡大抑止の観点から、無症状者も含めた集中的な PCR 検査を行うなどの戦略を検討する必要があるPCR 検査については、10,200 件/日の検査能力を確保している。ウ)次のインフルエンザ流行期に備え、東京の実情に応じた発熱患者の相談・検査・診療フローの作成や検査体制の強化等について、東京 iCDC においてタスクフォースによる検討内容をもとに、体制整備を進めている。※ 国の指標及び目安におけるステージIIIの 10%より低値である(ステージII相当)。"
17,2020-10-29,5,東京ルールの適用件数の 7 日間平均は、前回の 32.9 件から 10 月 28 日時点の 37.3 件と、増加した。【コメント】第一波では、患者の急速な増加に伴い、東京ルールの適用件数が増加したため、今後の推移を注視する必要がある。
17,2020-10-29,6,"10 月 28 日時点の入院患者数は、前回の 990 人から 951 人となった。【コメント】ア)今週、新規陽性者数及び接触歴等不明者数の増加比が 100%を下回っているが、入院患者数は 10 月に入ってから1,000 人前後で推移しており、入院患者数の急増にも対応できる病床の確保が依然として必要な状況である。医療機関への負担が強い状況が長期化している。イ)陽性者以外にも、陽性者と同様の感染防御対策と個室での管理が必要な疑い患者を、1 日当たり、都内全域で約 150人程度受け入れている。ウ)保健所から入院調整本部へ要請があった件数のうち、約 9 割以上が無症状の陽性者、あるいは感染症としては軽症であるが、認知症等の併存症を有する患者が多い。エ)陽性患者の入院と退院時には共に手続き、感染防御対策、検査、調整、消毒など、たとえ軽症者であっても、通常の患者より多くの人手、労力と時間が必要である。煩雑な入院と退院の作業が繰り返されることも、医療機関の負担の要因となっている。確保病床数は、当日入院できる病床数ではない。病院ごとに当日入院できる患者の数には限りがある。オ)宿泊療養患者のための健康観察などの業務にあたる医師等もまた、通常の医療現場から苦労して確保している。全ての宿泊療養施設において、IT を活用しオンラインで健康観察を行うなど、業務の効率化を進めている。検査陽性者の全療養者数は、10 月 28 日時点で 1,632 人である。内訳は、入院患者 951 人、宿泊療養者 263 人、自宅療養者 177 人、入院・療養等調整中が 241 人である。【コメント】ア)保健所から入院調整本部への調整依頼件数は、1 日 50 件程度で推移している。緊急性の高い重症患者、認知症や精神疾患を持つ患者の病院・施設からの転院などで、受入先の調整が難航する事例が常にみられている。特に日祝祭日は、受入可能な病床数が少ない状況が続き、調整が著しく難航している。受入れ先の調整が難航することは、病院の受入れ体制が厳しい状況になっていることによるものと考える。イ)入院・宿泊調整の結果、入院先・宿泊先が決定した後に、症状の改善や患者の希望でキャンセルする事例が、依然として一定数存在する。※ 国の指標及び目安における、病床全体のひっ迫具合を示す、最大確保病床数(都は 4,000 床)に占める入院患者数の割合は、10 月 28 日時点で 23.8%となっており、国の指標及び目安におけるステージIIIの 20%を超えているが、ステージIVの 50%未満の数値となっている。また、同時点の確保病床数(都は 2,640 床)に占める入院患者数の割合は、36.0%となっており国の指標及び目安におけるステージIIIの 25%を大きく超えた数値となっている。また、人口 10 万人当たりの全療養者数(入院、自宅・宿泊療養者等の合計)は、前回の 12.0 人から 10 月 28 日時点で 11.7 人となり、国の指標及び目安におけるステージIIIの 15 人を下回りステージII相当であった。(ステージIVとは、爆発的な感染拡大及び深刻な医療提供体制の機能不全を避けるための対応が必要な段階)"
17,2020-10-29,7,東京都は、その時点で、人工呼吸器又は ECMO を使用している患者数を重症患者数とし、医療提供体制の指標としてモニタリングしている。(1) 重症患者数は、前回の 24 人から、10 月 28 日時点の 30 人と増加した。(2) 今週、新たに人工呼吸器を装着した患者は 16 人であり、人工呼吸器から離脱した患者は 5 人、人工呼吸器使用中に死亡した患者は 2 人であった。(3) 今週、新たに ECMO を導入または離脱した患者はおらず、10 月 28 日の時点で、人工呼吸器を装着している患者が 30 人で、うち 4 人の患者が ECMO を使用している。【コメント】重症患者数は、新規陽性者数の増加から遅れて増加する。重症化リスクが高い高齢者層の新規陽性者数の割合が増加しているなか、重症患者数が再び増加しており、人工呼吸器管理を要する患者が複数入院している医療機関も増えている。今後の推移と通常の医療体制への影響に警戒が必要である。10 月 28 日時点の重症患者数は 30 人で、年代別内訳は 40 代が 1 人、50 代が 7 人、60 代が 7 人、70 代が 10 人、80 代が 5 人である。50 代、60 代は死亡者が少ないものの、重症患者全体の約半数を占めている。性別では、男性 21人、女性 9 人であった。【コメント】ア)陽性判明日から重症化(人工呼吸器の装着)までは平均 4.5 日で、軽快した重症患者における人工呼吸器の装着から離脱までの日数の中央値は 7.0 日であった。イ)重症化リスクの高い人への感染を防ぐためには、引き続き家族間、職場および医療・介護施設内における感染予防策の徹底が必要である。ウ)今週報告された死亡者数は 14 人であり、そのうち 70 代以上の死亡者が 10 人であった。前々週の 8 人、前週の15 人、今週の 14 人と推移しており、引き続き注視する必要がある。エ)重症患者においては、ICU 等の病床の占有期間が長期化することを念頭に置き、新型コロナウイルス感染症患者のための医療と、通常の医療との両立を保ちつつ、重症患者のための病床を確保する必要がある。一方、レベル 2 の重症病床(300 床)を準備するためには、医療機関は第一波のピーク時と同様に、予定手術や救急の受け入れを大幅に制限せざるを得ないと考える。※ 国の指標及び目安における重症者数(集中治療室(ICU)、ハイケアユニット(HCU)等入室または人工呼吸器かECMO 使用)は、10 月 28 日時点で 123 人、うち、ICU 入室または人工呼吸器か ECMO 使用は 37 人となっている(人工呼吸器か ECMO を使用しない ICU 入室患者を含む)。
18,2020-11-05,1,"唾液検査が可能になり、都外居住者が自己採取し郵送した検体を、都内医療機関で検査を行った結果、陽性者として、都内保健所へ発生届を提出する例が散見されるようになった。これらの陽性者は、東京都の発生者ではないため、新規陽性者数から除いてモニタリングしている(今週は 13 人)。(1) 新規陽性者数の 7 日間平均は、前回 10 月 28 日時点(以下「前回」という。)の約 156 人から 11 月 4 日時点の約 165人と横ばいであった。(2) 新規陽性者数の増加比が 100%を超えることは、増加傾向の指標となる。増加比は前回の 91.7%から 11 月 4 日時点の106.2%と上昇した。【コメント】ア)新規陽性者数が高い水準のまま、増加比が100%を超えたことは、新規陽性者数が急速に増加する可能性があることを意味している。現時点で、欧米のような急激な感染拡大は認めていないが、院内感染・施設内感染などでクラスターが複数発生しており、増加比の推移に警戒が必要である。イ)新規陽性者数は増加し、週当たり 1,100 人を超える高い水準で推移している。新たなクラスターが複数の地域で発生している。ウ)在留外国人への言語や生活習慣等の違いに配慮した情報提供と支援、濃厚接触者に対する積極的疫学調査の拡充を検討する必要があると考える。エ)PCR 検査の増加による陽性者の早期発見と感染拡大防止対策、都民の協力、業種別ガイドラインの徹底等、様々な取組が進んでいる。引き続き、これらの対策や取組を維持する必要がある。10 月 27 日から 11 月 2 日まで(以下「今週」という。)の報告では、10 歳未満 1.4%、10 代 4.7%、20 代 25.4%、30 代 19.7%、40 代 15.9%、50 代 13.9%、60 代 8.2%、70 代 6.5%、80 代 3.5%、90 代以上 0.8%であった。今週の新規陽性者数に占める 65 歳以上の高齢者の患者は、前週 10 月 20 日から 10 月 26 日まで(以下「前週」という。)の 157 人、15.1%から、165 人、14.3%と、患者数と割合はともに横ばいであった。(1) 今週の濃厚接触者における感染経路別の割合は、同居する人からの感染が、前週の 36.0%から 41.5%へ増加し最も多く、次に職場での感染が前週の 15.5%から 16.6%となり、施設(施設とは、「特別養護老人ホーム、介護老人保健施設、病院、保育園、学校等の教育施設等」をいう。)が 16.0%、会食 7.0%、接待を伴う飲食店等 2.1%の順であった(2) 今週の濃厚接触者における感染経路別の割合を年代別で見ると、80代以上を除くすべての年代で同居する人からの感染が最も多くなり、70 代では 63.4%にのぼった。また、80 代以上では施設での感染が 75.0%と最も多かった次いで多かった感染経路を見ると、10 代、20 代、60 代および 70 代は施設での感染、30 代から 50 代は職場での感染が多かった。【コメント】ア)今週は、同居する人からの感染が 40%を超えた一方で、職場、施設、会食、接待を伴う飲食店など、様々な場面での感染例が散発した。職場、施設や飲食店等で感染し、複数の家庭内に新型コロナウイルスが持ち込まれるおそれがある。職場、施設、寮などの共同生活や家庭内等では、基本的な感染予防策である、「手洗い、マスク着用、3密を避ける」に加えて、環境の清拭・消毒(テーブルやドアノブ等の消毒によるウイルスの除去等)を、あらためて徹底する必要がある。また、外が寒く暖房を入れていても、こまめな換気を徹底する必要がある。イ)経済活動が活発化し、人の往来やさまざまな活動が増えると、感染リスクが高まる機会が増加する。年末年始に向け、大人数での会食の機会やイベント等が増えることが想定される。このような行動に伴い感染リスクが増大し、新規陽性者数がさらに増加することが懸念される。人と人が密に接触する、マスクを外して長時間に及ぶ飲食・飲酒を行う、大声で会話をする等の行動に伴うリスクに留意し、基本的な感染予防策を徹底することが重要である。ウ)旅行や会食、旅行先で接待を伴う飲食店を通じての感染例、舞台関係者等の感染例が報告されている。エ)今週も、複数の病院、高齢者施設、大学の運動部の寮およびスポーツジムにおけるクラスターの発生が報告された第一波(3 月 1 日から 5 月 25 日の緊急事態宣言解除までと設定)のような大規模なクラスターの発生ではないものの、院内・施設内感染の拡大防止対策の徹底が必要である。都は、クラスターが発生した病院に対し、保健所からの要請に応じ、東京 iCDC の感染対策支援チームを派遣し、支援している。今週の新規陽性者 1,157 人のうち、無症状の陽性者が 239 人、20.7%であった。【コメント】ア)職場に陽性者が発生したことにより自発的に検査を受けた者や、保健所による濃厚接触者等の調査により、無症状の陽性者が早期に診断され、感染拡大防止に繋がることが期待される。イ)経済活動の活発化に伴い、無症状や症状の乏しい感染者の行動範囲が広がる可能性がある。引き続き、感染機会があった無症状者を含めた集中的な PCR 検査等の体制強化が求められる。ウ)特別養護老人ホーム、介護老人保健施設、病院等、重症化リスクの高い施設や訪問看護等において、無症状や症状の乏しい職員を発端とした感染が見られており、高齢者施設や医療施設における施設内感染等への厳重な警戒が必要である。都は、高齢者施設等における利用者や職員に対する感染症対策として、民間検査機関と協力した検査体制の強化に向け、準備を進めている。今週の保健所別届出数を見ると、大田区が 93 人(8.0%)と最も多く、次いで新宿区と世田谷が 88 人(7.6%)、みなと 76 人(6.6%)、多摩府中 63 人(5.4%)の順である。島しょを除く都内全域に感染が拡大している。国の指標及び目安における東京都の新規陽性者数は、都外居住者が自己採取し郵送した検体による新規陽性者分を含む(今週は 13 人)。※ 国の新型コロナウイルス感染症対策分科会(第 5 回)(8 月 7 日)で示された指標及び目安(以下「国の指標及び目安」という。)における、今週の感染の状況を示す新規報告数は、人口 10 万人あたり、週 8.4 人となっており、国の指標及び目安におけるステージIIIの 15 人を下回り、ステージII相当の数値が続いている。また、先週一週間と直近一週間の新規陽性者数の比は、先週の 0.94 から直近は 1.04 となり、国の指標及び目安におけるステージII相当からステージIIIへと移行している。(ステージIIとは、感染者の漸増及び医療提供体制への負荷が蓄積する段階、ステージIIIとは、感染者の急増及び医療提供体制における大きな支障の発生を避けるための対応が必要な段階)"
18,2020-11-05,2,#7119 の 7 日間平均は、前回の 49.0 件から 11 月 4 日時点の 55.0 件と増加した。【コメント】#7119 は、感染拡大の早期予兆の指標の1つとして、モニタリングしている。第一波では、患者の急速な増加の前に#7119 における発熱等の相談件数が増加した。
18,2020-11-05,3,新規陽性者における接触歴等不明者数は、感染の広がりを反映する指標であるだけでなく、接触歴等不明な新規陽性者が、陽性判明前に潜在するクラスターを形成している可能性があるのでモニタリングしている。接触歴等不明者数は 7 日間平均で、前回の約 84 人から 11 月 4 日時点の約 91 人と横ばいであった。【コメント】接触歴等不明者数は高い水準のまま推移しており、今後の動向を警戒するとともに、積極的疫学調査の拡充に向け保健所を支援する必要がある。新規陽性者における接触歴等不明者の増加比が 100%を超えることは、増加傾向の指標となる。11 月 4 日時点の増加比は、前回の 87.8%から 107.8%となった。【コメント】新規陽性者が依然多いなか、接触歴等不明者の増加比が再び 100%を超えた。9 月中旬以降、増加比は 100%前後で上下を繰り返しており、増加傾向への変化が懸念される。※ 感染経路不明な者の割合は、前回の 53.6%から 11 月 4 日時点の 55.2%となり、国の指標及び目安における、ステージIIIの 50%を超える数値が続いている。
18,2020-11-05,4,"PCR 検査・抗原検査(以下「PCR 検査等」という。)の陽性率は、検査体制の指標としてモニタリングしている。迅速かつ広く PCR 検査等を実施することは、感染拡大防止と重症化予防の双方に効果的と考える。7 日間平均の PCR 検査等の陽性率は、前回の 3.5%から 11 月 4 日時点の 3.9%へ上昇した。また、7 日間平均の PCR検査等の人数は、前回は 4,061.6 人、11 月 4 日時点では 2,707.1 人へ減少した。【コメント】ア)7 日間平均の検査件数は減少については、原因を精査中である。新規陽性者数の陽性率は上昇しており、その推移に警戒する必要がある。イ)経済活動が活発になり、さらに、感染拡大のリスクを高める機会が増加し、感染経路が多岐にわたっている可能性がある。感染リスクが高い地域や集団及び重症化するリスクが高い高齢者施設などに対して、感染予防策に関する情報提供や、感染拡大抑止の観点から、無症状者も含めた集中的な PCR 検査を行うなどの戦略を検討する必要があるPCR 検査については、10 月 30 日時点で最大 2 万 5 千件/日の検査能力を確保している。ウ)新型コロナウイルスと季節性インフルエンザの同時流行に備え、都は、東京 iCDC での議論を踏まえ「新型コロナウイルス感染症に関する検査体制整備計画」を策定し、ピーク時に必要と想定した最大約 6 万 5 千件/日の PCR 検査等を迅速に実施できるよう、東京都医師会等関係機関と連携し、12 月上旬までに検査体制を整備することとしている。※ 国の指標及び目安におけるステージIIIの 10%より低値である(ステージII相当)。"
18,2020-11-05,5,(1) 東京ルールの適用件数は、35 件前後で推移している。(2) 東京ルールの適用件数の 7 日間平均は、前回の 37.3 件から 11 月 4 日時点の 34.9 件と横ばいだった。
18,2020-11-05,6,"11 月 4 日時点の入院患者数は、前回の 951 人から 1,040 人となった。【コメント】ア)今週、新規陽性者数及び接触歴等不明者数の増加比が 100%を上回るとともに、入院患者数は依然 1,000 人前後で推移しており、入院患者数の急増にも対応できる病床の確保が必要な状況には変わりはない。医療機関への負担が強い状況が長期化している。イ)陽性者以外にも、陽性者と同様の感染防御対策と個室での管理が必要な疑い患者を、1 日当たり、都内全域で約 150人程度受け入れている。ウ)保健所から入院調整本部へ要請があった件数のうち、約 9 割以上が無症状の陽性者、あるいは感染症としては軽症であるが、認知症等の併存症を有する患者が多い。エ)陽性患者の入院と退院時には共に手続き、感染防御対策、検査、調整、消毒など、たとえ軽症者であっても、通常の患者より多くの人手、労力と時間が必要である。煩雑な入院と退院の作業が繰り返されることも、医療機関の負担の要因となっている。確保病床数は、当日入院できる病床数ではない。病院ごとに当日入院できる患者の数には限りがある。オ)宿泊療養患者のための健康観察などの業務にあたる医師等もまた、通常の医療現場から苦労して確保している。全ての宿泊療養施設において、IT を活用しオンラインで健康観察を行うなど、業務の効率化を進めている。検査陽性者の全療養者数は、11 月 4 日時点で 1,754 人である。内訳は、入院患者 1,040 人、宿泊療養者 267 人、自宅療養者 214 人、入院・療養等調整中が 233 人である。【コメント】ア)保健所から入院調整本部への調整依頼件数は、1 日 60 件程度で推移している。緊急性の高い重症患者、認知症や精神疾患を持つ患者の病院・施設からの転院や、在留外国人の入院などで、受入先の調整が困難な事例がみられている。特に日祝祭日は、受入可能な病床数が少ない状況が続き、調整が著しく難航している。受入れ先の調整が難航することは、病院の受入れ体制が厳しい状況になっていることによるものと考える。イ)入院・宿泊調整の結果、入院先・宿泊先が決定した後に、症状の改善や患者の希望でキャンセルする事例が、依然として一定数存在する。※ 国の指標及び目安における、病床全体のひっ迫具合を示す、最大確保病床数(都は 4,000 床)に占める入院患者数の割合は、11 月 4 日時点で 26.0%となっており、国の指標及び目安におけるステージIIIの 20%を超えているが、ステージIVの 50%未満の数値となっている。また、同時点の確保病床数(都は 2,640 床)に占める入院患者数の割合は、39.4%となっており国の指標及び目安におけるステージIIIの 25%を大きく超えた数値となっている。また、人口 10 万人当たりの全療養者数(入院、自宅・宿泊療養者等の合計)は、前回の 11.7 人から 11 月 4 日時点で 12.6 人となり、国の指標及び目安におけるステージIIIの 15 人を下回りステージII相当であった。(ステージIVとは、爆発的な感染拡大及び深刻な医療提供体制の機能不全を避けるための対応が必要な段階)"
18,2020-11-05,7,東京都は、その時点で、人工呼吸器又は ECMO を使用している患者数を重症患者数とし、医療提供体制の指標としてモニタリングしている。(1) 重症患者数は、前回の 30 人から、11 月 4 日時点で 35 人と増加した。(2) 今週、新たに人工呼吸器を装着した患者は 15 人であり、人工呼吸器から離脱した患者は 14 人、人工呼吸器使用中に死亡した患者は 4 人であった。(3) 今週、新たに ECMO を導入した患者は 1 人、ECMO から離脱した患者は 1 人で、11 月 4 日時点で、人工呼吸器を装着している患者が 35 人で、うち 3 人の患者が ECMO を使用している。【コメント】重症患者数は、新規陽性者数の増加から遅れて増加する。新規陽性者のうち、重症化リスクが高い高齢者の割合が高止まりしているなか、重症患者数は前週に引き続き今週も増加した。人工呼吸器管理を要する患者が複数入院している医療機関の負担が増えており、今後の推移と通常の医療体制への影響に警戒が必要である。11 月 4 日時点の重症患者数は 35 人で、年代別内訳は 40 代が 3 人、50 代が 7 人、60 代が 7 人、70 代が 13 人、80代が 5 人である。60 代以下は死亡者が少ないものの、重症患者全体の約半数を占めている。性別では、男性 26 人、女性 9 人であった。【コメント】ア)陽性判明日から重症化(人工呼吸器の装着)までは平均 5.6 日で、軽快した重症患者における人工呼吸器の装着から離脱までの日数の中央値は 7.0 日であった。イ)重症化リスクの高い人への感染を防ぐためには、引き続き家族間、職場および医療・介護施設内における感染予防策の徹底が必要である。ウ)今週報告された死亡者数は 9 人であり、そのうち 70 代以上の死亡者が 8 人であった。前々週の 15 人、前週の 14人、今週の 9 人と推移しており、引き続き注視する必要がある。エ)重症患者においては、ICU 等の病床の占有期間が長期化することを念頭に置き、新型コロナウイルス感染症患者のための医療と、通常の医療との両立を保ちつつ、重症患者のための病床を確保する必要がある。一方、レベル 2 の重症病床(300 床)を準備するためには、医療機関は第一波のピーク時と同様に、予定手術や救急の受け入れを大幅に制限せざるを得ないと考える。※ 国の指標及び目安における重症者数(集中治療室(ICU)、ハイケアユニット(HCU)等入室または人工呼吸器かECMO 使用)は、11 月 4 日時点で 130 人、うち、ICU 入室または人工呼吸器か ECMO 使用は 54 人となっている(人工呼吸器か ECMO を使用しない ICU 入室患者を含む)。
19,2020-11-12,1,"唾液検査が可能になり、都外居住者が自己採取し郵送した検体を、都内医療機関で検査を行った結果、陽性者として、都内保健所へ発生届を提出する例が散見されるようになった。これらの陽性者は、東京都の発生者ではないため、新規陽性者数から除いてモニタリングしている(今週 11 月 3 日から 11 月 9日まで(以下「今週」という。)は 23 人)。(1) 新規陽性者数の 7 日間平均は、前回 11 月 4 日時点(以下「前回」という。)の約 165 人から 11 月 11 日時点の約244 人と大幅に増加した。(2) 新規陽性者数の増加比が 100%を超えることは、増加傾向の指標となる。増加比は前回の 106.2%から 11 月 11 日時点の 147.7%と上昇した。【コメント】ア)新規陽性者数は大幅に増加し、週当たり1,400人を超える高い水準となった。また、増加比も前回から連続して100%を超えており、急速な感染拡大の始まりと捉え、今後の深刻な状況を厳重に警戒する必要がある。イ)現在の増加比 147.7%が 4 週間継続すると、新規陽性者が約 4.8 倍(1,160 人/日)程度発生し、極めて深刻な状況になる。ウ)在留外国人への言語や生活習慣等の違いに配慮した情報提供と支援、濃厚接触者に対する積極的疫学調査の拡充を検討する必要があると考える。エ)PCR検査の増加による陽性者の早期発見と感染拡大防止対策、業種別ガイドラインの徹底等に、引き続き取組む必要がある。今週の報告では、10 歳未満 1.8%、10 代 6.4%、20 代 25.6%、30 代 19.1%、40 代 17.1%、50 代 12.4%、60 代6.5%、70 代 6.7%、80 代 3.6%、90 代以上 0.8%であった。今週の新規陽性者数に占める 65 歳以上の高齢者の患者は、前週 10 月 27 日から 11 月 2 日まで(以下「前週」という。)の 165 人、14.3%から、197 人、13.5%と割合は変わらないが、高齢者の患者数は増加した。(1) 今週の濃厚接触者における感染経路別の割合は、前週と同様に同居する人からの感染が 40.7%と最も多く、次いで職場での感染が 15.2%、施設(施設とは、「特別養護老人ホーム、介護老人保健施設、病院、保育園、学校等の教育施設等」をいう。)が 14.6%であった。一方、会食 10.1%、接待を伴う飲食店等 4.0%で前週より増加した。(2) 今週の濃厚接触者における感染経路別の割合を年代別で見ると、80代以上を除くすべての年代で同居する人からの感染が最も多く、10 代以下と 70 代では 50%を超えた。次いで多かった感染経路を見ると、20 代から 60 代は職場での感染、10 代以下と 70 代は施設での感染が多かった。また、80 代以上では施設での感染が 56.3%と最も多かった。【コメント】ア)今週も、同居する人からの感染が 15 週連続して最も多くなっている。一方で、職場、施設、会食、接待を伴う飲食店など、様々な場面での感染例が散発した。職場、施設や飲食店等で感染し、複数の家庭内に新型コロナウイルスが持ち込まれるおそれがある。職場、施設、寮などの共同生活や家庭内等では、改めて基本的な感染予防策である「手洗い、マスク着用、3 密を避ける」、環境の清拭・消毒(テーブルやドアノブ等の消毒によるウイルスの除去等を徹底する必要がある。また、外が寒く暖房を入れていても、こまめな換気を徹底する必要がある。イ)経済活動が活発化し、人の往来やさまざまな活動が増えると、感染リスクが高まる機会が増加する。年末年始に向け、忘年会、新年会や初詣など、大人数での長時間におよぶ飲食の機会やイベント等が増えることが想定される。このような行動に伴い感染リスクが増大し、新規陽性者数がさらに増加することが懸念される。ウ)今後の深刻な状況を厳重に警戒する必要があることから、人と人が密に接触する、マスクを外して長時間、複数店にまたがり飲食・飲酒を行う、大声で会話をする等の行動に伴うリスクに留意し、基本的な感染予防策を徹底することが重要である。エ)旅行、友人や親族との会食、自宅等でのパーティ、接待を伴う飲食店を通じての感染例、部活動などでの感染例が報告されている。オ)今週も、複数の病院、高齢者施設および職場におけるクラスターの発生が報告された。第一波(3 月 1 日から 5 月25 日の緊急事態宣言解除までと設定)のような大規模なクラスターの発生ではないものの、院内・施設内感染の拡大防止対策の徹底が必要である。都は、クラスターが発生した病院に対し、保健所からの要請に応じ、東京 iCDC の感染対策支援チームを派遣し、支援している。今週の新規陽性者 1,459 人のうち、無症状の陽性者が 263 人、18.0%であった。【コメント】ア)職場に陽性者が発生したことにより自発的に検査を受けた者や、保健所による濃厚接触者等の調査により、無症状の陽性者が早期に診断され、感染拡大防止に繋がることが期待される。イ)経済活動の活発化に伴い、無症状や症状の乏しい感染者の行動範囲が広がる可能性がある。引き続き、感染機会があった無症状者を含めた集中的な PCR 検査等の体制強化が求められる。ウ)特別養護老人ホーム、介護老人保健施設、病院等、重症化リスクの高い施設や訪問看護等において、無症状や症状の乏しい職員を発端とした感染が見られており、高齢者施設や医療施設における施設内感染等への厳重な警戒が必要である。都は、高齢者施設等における利用者や職員に対する感染症対策として、民間検査機関と協力した検査体制の強化に向け、準備を進めている。今週の保健所別届出数を見ると、大田区が 114 人(7.8%)と最も多く、次いで新宿区 99 人(6.8%)、世田谷が 86 人(5.9%)、みなとが 83 人(5.7%)、足立が 76 人(5.2%)の順である。島しょでも 2 人(0.1%)の感染者が発生しており、都内全域に感染が拡大している。国の指標及び目安における東京都の新規陽性者数は、都外居住者が自己採取し郵送した検体による新規陽性者分を含む(今週は 23 人)。※ 国の新型コロナウイルス感染症対策分科会(第 5 回)(8 月 7 日)で示された指標及び目安(以下「国の指標及び目安」という。)における、今週の感染の状況を示す新規報告数は、人口 10 万人あたり、週 10.6 人となっており、国の指標及び目安におけるステージIIIの 15 人を下回り、ステージII相当の数値が続いている。また、先週一週間と直近一週間の新規陽性者数の比は、先週の 1.04 から直近は 1.50 となり、国の指標及び目安におけるステージIIIであった。(ステージIIとは、感染者の漸増及び医療提供体制への負荷が蓄積する段階、ステージIIIとは、感染者の急増及び医療提供体制における大きな支障の発生を避けるための対応が必要な段階)"
19,2020-11-12,2,#7119 の 7 日間平均は、前回の 55.0 件から 11 月 11 日時点の 56.1 件と横ばいであった。【コメント】#7119 は、感染拡大の早期予兆の指標の1つとして、モニタリングしている。第一波では、患者の急速な増加の前に#7119 における発熱等の相談件数が増加した。
19,2020-11-12,3,新規陽性者における接触歴等不明者数は、感染の広がりを反映する指標であるだけでなく、接触歴等不明な新規陽性者が、陽性判明前に潜在するクラスターを形成している可能性があるのでモニタリングしている。接触歴等不明者数は 7 日間平均で、前回の約 91 人から 11 月 11 日時点の約 137 人と大幅に増加した。【コメント】高い水準のまま推移してきた接触歴等不明者数が大幅に増加しており、今後の動向について厳重に警戒するとともに、積極的疫学調査の拡充に向け、保健所を支援する必要がある。新規陽性者における接触歴等不明者の増加比が 100%を超えることは、増加傾向の指標となる。11 月 11 日時点の増加比は、前回の 107.8%から 151.5%と上昇した。【コメント】ア)接触歴等不明者の増加比も前回から連続して 100%を超えており、急速な感染拡大の始まりと捉え、今後の深刻な状況を厳重に警戒する必要がある。イ)現在の増加比 151.5%が 4 週間継続すると、接触歴等不明等の新規陽性者が約 5.3 倍(720 人/日)程度発生し、極めて深刻な状況になる。※ 感染経路不明な者の割合は、前回の 55.2%から 11 月 11 日時点の 57.5%となり、国の指標及び目安における、ステージIIIの 50%を超える数値が続いている。
