meeting_no,meeting_date,monitoring_index,line_number,monitoring_comment
30,2021-01-28,1,3,)は 219 人)。
30,2021-01-28,1,4,"(1) 新規陽性者数の 7 日間平均は、2020 年 12 月 29 日 751 人、2021 年 1 月 6 日 1,029 人、前々回 1 月 13 日 1,699人、前回 1 月 20 日時点(以下「前回」という。"
30,2021-01-28,1,5,")の約 1,471 人から 1 月 27 日時点で約 1,015 人と減少したものの、高い値で推移している。"
30,2021-01-28,1,6,(2) 新規陽性者数の増加比が 100%を超えることは感染拡大の指標となり、100%を下回ることは新規陽性者数の減少の指標となる。
30,2021-01-28,1,7,増加比は約 69%に低下し、前週に引き続き 100%を下回った。
30,2021-01-28,1,8,"【コメント】ア)新規陽性者数の 7 日間平均は減少したものの、緊急事態宣言発令前の 1 月 6 日 1,029 人とほぼ同数、第 2 波のピーク時 8 月 5 日約 346 人の約 3 倍と依然として高い値である。"
30,2021-01-28,1,9,引き続き実効性のある感染拡大防止対策を緩めることなく徹底することにより、新規陽性者数をさらに減少させなければならない。
30,2021-01-28,1,10,イ)複数の地域や病院、施設でクラスターが多発し、感染拡大が続いている。
30,2021-01-28,1,11,引き続き厳重な警戒が必要である。
30,2021-01-28,1,12,ウ)今回、新規陽性者数の増加比は約 69%と前回に引き続き 100%を下回ったが、その人数は高い水準で推移しており、極めて深刻な感染状況が続いている。
30,2021-01-28,1,13,エ)国内では、英国や南アフリカ共和国などで流行している変異ウイルスが確認されている。
30,2021-01-28,1,14,都内では、これまで 10件の変異株が検出され、現在、都では新型コロナウイルス陽性となった検体中の特異的塩基配列を検出することにより、変異株の有無について遺伝子解析を行っている。
30,2021-01-28,1,15,オ)依然として新規陽性者数は高い値で推移しており、保健所業務への多大な負荷を軽減するための支援策が必要である。
30,2021-01-28,1,16,カ)患者の重症化を防ぐためには陽性者の早期発見が重要である。
30,2021-01-28,1,17,感染拡大防止の観点からも、発熱や咳、痰、全身のだるさなどの症状がある場合は、かかりつけ医に電話相談すること、かかりつけ医がいない場合は東京都発熱相談センターに電話相談することなど、都民に対する普及啓発が必要である。
30,2021-01-28,1,18,今週の報告では、10 歳未満 3.0%、10 代 5.4%、20 代 20.2%、30 代 15.6%、40 代 14.6%、50 代 14.2%、60 代 9.6%70 代 7.6%、80 代 6.8%、90 代以上 3.0%であった。
30,2021-01-28,1,19,新規陽性者数に占める 20 代、30 代の割合が前週と比べ低下し、50 代以上の割合が前週と比べ上昇した。
30,2021-01-28,1,20,特に 80 代以上の割合が約 1 割となっている。
30,2021-01-28,1,21,(1)今週の新規陽性者数に占める 65 歳以上の高齢者数は、前週 1 月 12 日から 1 月 18 日まで(以下「前週」という。
30,2021-01-28,1,22,")の 1,604 人(15.8%)から、今週は 1,663 人(21.8%)と、人数に減少は見られず高い水準で推移しており、割合が大きく上昇した。"
30,2021-01-28,1,23,(2) 65 歳以上の新規陽性者数の 7 日間平均は、前回の約 248 人/日から 1 月 27 日時点で約 241 人/日となった。
30,2021-01-28,1,24,【コメント】ア)新規陽性者数が高い値ながら減少する一方で、重症化リスクの高い 65 歳以上の新規陽性者数及び 7 日間平均は、高い水準のまま推移している。
30,2021-01-28,1,25,家庭、施設をはじめ高齢者への感染の機会をあらゆる場面で減らすとともに、基本的な感染予防策である、「手洗い、マスク着用、3 密を避ける」、環境の清拭・消毒(テーブルやドアノブ等の消毒によるウイルスの除去等)を徹底する必要がある。
30,2021-01-28,1,26,イ)重症化リスクの高い高齢者等への感染を防ぐためには、家庭外で活動する家族、医療機関や高齢者施設で勤務する職員が、新型コロナウイルスに感染しないことが最も重要である。
30,2021-01-28,1,27,無症状であっても感染源となるリスクがあることに留意する必要がある。
30,2021-01-28,1,28,(1)今週の濃厚接触者における感染経路別の割合は、同居する人からの感染が 52.7%と最も多く、次いで施設(施設とは、「特別養護老人ホーム、介護老人保健施設、病院、保育園、学校等の教育施設等」をいう。
30,2021-01-28,1,29,)での感染が 27.3%職場が 6.9%、会食が 3.3%、接待を伴う飲食店等が 0.2%であった。
30,2021-01-28,1,30,施設での感染者数及び割合が急激に上昇し、会食での感染者数及び割合は低下した。
30,2021-01-28,1,31,(2)今週の濃厚接触者における感染経路別の割合を見ると、施設での感染が約12ポイント上昇した。
30,2021-01-28,1,32,その中でも、70代は前週の約 26%から約 37%へ、80 代以上は前週の約 63%から約 77%へと上昇した。
30,2021-01-28,1,33,(3)年代別で見ると、80 代以上を除くすべての年代で同居する人からの感染が最も多く、10 代以下が 81.9%となり、20 代から 40 代及び 60 代で 50%を超え、50 代で 60%を超えた。
30,2021-01-28,1,34,80 代以上では施設での感染が 76.6%と最も多かった。
30,2021-01-28,1,35,次いで多かった感染経路は、70 代以下の年代では施設内感染、80 代の年代では同居する人からの感染であった。
30,2021-01-28,1,36,【コメント】ア)日常生活の中で感染するリスクが高まっており、テレワーク、時差通勤・通学等の拡充を図り、その徹底により感染リスクを大幅に減らす必要がある。
30,2021-01-28,1,37,イ)複数の病院、高齢者施設において施設内感染が急増しており、その中には死亡事例も含まれている。
30,2021-01-28,1,38,都は感染対策支援チームを派遣し、感染拡大防止を進めている。
30,2021-01-28,1,39,ウ)病院において院内感染が発生した場合には、新規の患者の受入れを停止せざるを得なくなり、周辺の救急病院への負担が増大し、通常の医療体制も圧迫する。
30,2021-01-28,1,40,また、病院、施設支援を行う保健所の負担が増大する。
30,2021-01-28,1,41,感染拡大を防ぐためには、職員による院内・施設内感染の拡大防止対策の徹底が必要である。
30,2021-01-28,1,42,エ)同居する人からの感染が最も多いのは、職場、施設、会食などから家庭に持ち込まれた結果と考えられる。
30,2021-01-28,1,43,家庭・職場・施設において、基本的な感染予防策、環境の清拭・消毒などの徹底した対策を実行する必要がある。
30,2021-01-28,1,44,また、外が寒く暖房を入れていても、複数の人が集まる場所では窓やドアを定期的に開けて(2 方向が望ましい)風を通すなど、効果的な方法でこまめな換気を徹底する必要がある。
30,2021-01-28,1,45,オ)人と人が密に接触しマスクを外して、飲食・飲酒を行う、大声で会話をする等の行動は、感染リスクを著しく増大させ、新規陽性者数がさらに増加する。
30,2021-01-28,1,46,カ)在留外国人においても、旧正月(2 月 12 日)に向けて自国の伝統や風習等に基づいたお祭り等で密に集まり飲食等を行うことが予想され、言語や生活習慣等の違いに配慮した情報提供と支援が必要であると考える。
30,2021-01-28,1,47,キ)今週は学校、保育園、会食などを通じての感染例が報告されている。
30,2021-01-28,1,48,昼間の会食も含め、引き続き感染防止対策に関する普及啓発を行う必要がある。
30,2021-01-28,1,49,"今週の新規陽性者 7,615 人のうち、無症状の陽性者が 1,541 人、割合は 20.2%であった。"
30,2021-01-28,1,50,【コメント】ア)無症状や症状の乏しい感染者の行動範囲が広がっている可能性があり、感染機会があった無症状者を含めた集中的な PCR 検査等の体制強化が、引き続き求められる。
30,2021-01-28,1,51,イ)特別養護老人ホーム、介護老人保健施設、病院等、訪問看護等においてクラスターが発生していることから、特にこうした重症化リスクの高い人が集まる施設では、利用者と職員に対する積極的な検査の実施が必要である。
30,2021-01-28,1,52,ウ)無症状の陽性者が早期に診断され、感染拡大防止に繋がるよう、保健所の体制整備へのさらなる支援策が必要である。
30,2021-01-28,1,53,今週の保健所別届出数を見ると、世田谷が 500 人(6.6%)と最も多く、次いで多摩府中 480 人(6.3%)、大田区が 473人(6.2%)、新宿区が 420 人(5.5%)、足立が 412 人(5.4%)の順である。
30,2021-01-28,1,54,新規陽性者は前週より減少したが、都内保健所の 5 割を超える 17 保健所で 200 人を超え、5 保健所で 400 人を超える新規陽性者数が報告された。
30,2021-01-28,1,55,【コメント】ア)都内全域で感染が拡大し、日常生活の中で感染するリスクが高まっており、引き続き感染拡大防止策の徹底が必要である。
30,2021-01-28,1,56,イ)積極的疫学調査における優先度を踏まえ、保健所業務の重点化を引き続き図る必要がある。
30,2021-01-28,1,57,国の指標及び目安における東京都の新規陽性者数は、都外居住者が自己採取し郵送した検体による新規陽性者分を含む(今週は 219 人)。
30,2021-01-28,1,58,※ 国の新型コロナウイルス感染症対策分科会(第 5 回)(8 月 7 日)で示された指標及び目安(以下「国の指標及び目安」という。
30,2021-01-28,1,59,)における、今週の感染の状況を示す新規報告数は、人口 10 万人あたり、週 56.3 人となり、国の指標及び目安におけるステージIVとなっている。
30,2021-01-28,1,60,また、先週一週間と直近一週間の新規陽性者数の比は、直近は 0.69 となっている。
30,2021-01-28,1,61,(ステージIVとは、爆発的な感染拡大及び深刻な医療提供体制の機能不全を避けるための対応が必要な段階。
30,2021-01-28,2,1,#7119 の 7 日間平均は、前回の 69.6 件から 1 月 27 日時点で 66.6 件と横ばいである。
30,2021-01-28,2,2,【コメント】ア)#7119 の増加は、感染拡大の予兆の指標の1つとして、モニタリングしてきた。
30,2021-01-28,2,3,都が 10 月 30 日に発熱相談センターを設置した後は、その相談件数の推移と合わせて相談需要の指標として解析している。
30,2021-01-28,2,4,7 日間平均は減少傾向にあるものの、約 70 件と高い値で推移しており、厳重な警戒が必要である。
30,2021-01-28,2,5,"イ)都の発熱相談センターの相談件数の 7 日間平均は、12 月 2 日時点の約 1,004 件から、年末年始には約 2,571 件(1月 5 日時点の 7 日間平均)に増加し、その後は、1 月 26 日時点で約 1,494 件に減少したが、都民の相談需要の増加にも対応できるよう、相談体制を強化する必要がある。"
30,2021-01-28,3,1,新規陽性者における接触歴等不明者数は、感染の広がりを反映する指標であるだけでなく、接触歴等不明な新規陽性者が、陽性判明前に潜在するクラスターを形成している可能性があるのでモニタリングしている。
30,2021-01-28,3,2,接触歴等不明者数は、7 日間平均で前回の約865 人から減少したものの、1 月27 日時点で約540 人と高い値で推移している。
30,2021-01-28,3,3,【コメント】ア)新規陽性者の発生を抑制し、濃厚接触者等の積極的疫学調査による感染経路の追跡を充実することにより、潜在するクラスターの発生を早期に探知し、感染拡大を防止することが可能と考える。
30,2021-01-28,3,4,イ)依然として新規陽性者数は高い値で推移している。
30,2021-01-28,3,5,積極的疫学調査による接触歴の把握が難しくなると、クラスター対策による感染拡大防止は困難になり、急激な増加に繋がる。
30,2021-01-28,3,6,新規陽性者における接触歴等不明者の増加比が 100%を超えることは、感染拡大の指標となる。
30,2021-01-28,3,7,1 月 27 日時点の増加比は約 62%となった。
30,2021-01-28,3,8,【コメント】接触歴等不明者の増加比は約 62%と低下したが、依然としてその人数は高い値で推移しており、引き続き厳重に警戒する必要がある。
30,2021-01-28,3,9,(1)今週の新規陽性者に対する接触歴等不明者数の割合は、前週の約 60%と比較し低下したものの、約 55%と依然として高い値で推移している。
30,2021-01-28,3,10,(2)今週の年代別の接触歴等不明者の割合は、20 代から 40 代で 60%を超え、50 代及び 60 代では 50%を超える高い値となった。
30,2021-01-28,3,11,【コメント】ア)積極的疫学調査による接触歴の把握が難しくなり、接触歴等不明者数及びその割合も高い値で推移している可能性がある。
30,2021-01-28,3,12,積極的疫学調査における優先度を踏まえ、業務の重点化を図るなどの取組を進めている。
30,2021-01-28,3,13,イ)20 代から 40 代において、接触歴等不明者の割合が 60%を超えており、感染経路の追跡が困難となっている。
30,2021-01-28,3,14,※ 感染経路不明な者の割合は、前回の 58.8%から 1 月 27 日時点の 53.7%となり、国の指標及び目安における、ステージIVの 50%を超える数値が続いている。
30,2021-01-28,4,1,PCR 検査・抗原検査(以下「PCR 検査等」という。
30,2021-01-28,4,2,)の陽性率は、検査体制の指標としてモニタリングしている。
30,2021-01-28,4,3,迅速かつ広く PCR 検査等を実施することは、感染拡大防止と重症化予防の双方に効果的と考える。
30,2021-01-28,4,4,7 日間平均の PCR 検査等の陽性率は、前回の 10.6%から低下したものの、1 月 27 日時点の 8.4%と高い値が続いている。
30,2021-01-28,4,5,"また、7 日間平均の PCR 検査等の人数は、前回の約 10,985 人から、1 月 27 日時点で約 9,309 人となった。"
30,2021-01-28,4,6,【コメント】ア)PCR 検査等件数は減少し、それ以上に新規陽性者数が減少したため、PCR 検査等の陽性率は 8%台に低下した。
30,2021-01-28,4,7,イ)現在、都は通常時 3 万 7 千件/日、最大稼働時 6 万 8 千件/日の PCR 等の検査能力を確保しており、これを踏まえた検査体制の検討が求められる。
30,2021-01-28,4,8,※国の指標及び目安におけるステージIIIの 10%より低値である。
30,2021-01-28,4,9,(ステージII相当)(ステージIIとは、感染者の漸増及び医療提供体制への負荷が蓄積する段階。
30,2021-01-28,5,1,東京ルールの適用件数の 7 日間平均は、前回の 122.4 件から、1 月 27 日時点で 121.6 件と横ばいである。
30,2021-01-28,5,2,【コメント】東京ルールの適用件数は、11 月下旬から増加傾向にあり、特に年末年始以降はさらに急増し、1 月上旬に過去最大となり、現在も高い水準で推移している。
30,2021-01-28,5,3,救命救急センターを含む、救急受入れ体制が逼迫し、多くの医療機関で救急患者の受入れが困難になっている。
30,2021-01-28,6,1,"(1) 1 月 27 日時点の入院患者数は前回の 2,893 人から 2,871 人と非常に高い水準で推移している。"
30,2021-01-28,6,2,(2) 陽性者以外にも、陽性者と同様の感染防御対策と個室での管理が必要な疑い患者を、都内全域で約 200 人/日以上を受け入れている。
30,2021-01-28,6,3,"【コメント】ア)入院患者数は約 2,900 人と非常に高い水準で推移しており、医療提供体制の逼迫は長期化し、通常の救急医療等も含めて危機的状況が続いている。"
30,2021-01-28,6,4,"イ)入院患者数の急増に対応するため、都はレベル 3-1(重症用病床 265 床、中等症等用病床 4,435 床、計 4,700 床うち都立・公社病院約 1,500 床)の病床を確保した。"
30,2021-01-28,6,5,"都立・公社病院において 2 月 1 日に計 1,700 床の確保を予定している。"
30,2021-01-28,6,6,現状の新規陽性患者数に対応する病床を確保するためには、通常の医療をさらに縮小せざるを得ない。
30,2021-01-28,6,7,ウ)新型コロナウイルス感染症患者のための病床を確保するため、医療機関は通常の医療を行っている病床を、新型コロナウイルス感染症患者用に転用している。
30,2021-01-28,6,8,このため、救急受入れの困難や予定手術等の制限など、都民が必要とする通常の医療をこれまで通り実施できない状況が生じている。
30,2021-01-28,6,9,エ)陽性患者の入院と退院時には共に手続、感染防御対策、検査、調整、消毒など、通常の患者より多くの人手、労力と時間が必要である。
30,2021-01-28,6,10,都は、病院の実情に即した入院調整を行うため、毎日、医療機関から当日受入れ可能な病床数の報告を受け、その内容を保健所と共有している。
30,2021-01-28,6,11,オ)保健所から入院調整本部への調整依頼件数は連日 300 件/日を超え、新型コロナウイルス感染症患者のための病床は、患者が退院した後、次の患者がすぐに入院する状況が続いており、入院調整が難航している。
30,2021-01-28,6,12,翌日以降の調整に繰り越し、待機を余儀なくされる例が多数生じている。
30,2021-01-28,6,13,実効性のある感染拡大防止対策を緩めることなく継続し、新規陽性者数をさらに減少させることが最も重要である。
30,2021-01-28,6,14,入院患者の年代別割合は、60 代以上が 11 月中旬以降、高い割合で推移しており、全体の約 2/3 を占めている。
30,2021-01-28,6,15,【コメント】家庭、施設をはじめ重症化リスクの高い高齢者への感染の機会をあらゆる場面で減らすとともに、基本的な感染予防策、環境の清拭・消毒を徹底する必要がある。
30,2021-01-28,6,16,"検査陽性者の全療養者数は、前回 1 月 20 日時点の 19,533 人から減少したものの、1 月 27 日時点で 16,120 人と高い値で推移している。"
30,2021-01-28,6,17,"内訳は、入院患者 2,871 人(前回は 2,893 人)、宿泊療養者 737 人(前回は 876 人)、自宅療養者 7,159 人(前回は 8,965 人)、入院・療養等調整中は 5,353 人(前回は 6,799 人)である。"
30,2021-01-28,6,18,【コメント】ア)実効性のある感染拡大防止対策を徹底し、全療養者数を大幅に減少させる必要がある。
30,2021-01-28,6,19,イ)保健所と意見交換しながら、東京 iCDC タスクフォースにおいて、入院、宿泊療養の確保及び安全な自宅療養のための環境整備や急変時を含めた療養者のフォローアップ体制を、地域医療の支援のもとで構築する等について検討を進めている。
30,2021-01-28,6,20,ウ)自宅療養者の急激な増加に伴い、健康観察を行う保健所業務が急増しており、都は、自宅療養者のコールセンターによる健康相談を都内全域に拡大し、パルスオキシメータを活用した健康観察や自宅療養者向けハンドブックの配付、食料品等の配送を行うなどフォローアップ体制の充実を図っている。
30,2021-01-28,6,21,エ)都は、宿泊療養施設 11 箇所を確保し、療養者の安全を最優先に運営を行っている。
30,2021-01-28,6,22,現在、新規陽性者の急激な増加に対応できるよう、職員の配置、搬送計画、部屋の消毒などの見直しを行い、宿泊療養施設の効率的な運営に向け運営の効率化に取り組んでいる。
30,2021-01-28,6,23,オ)都は、日本語によるコミュニケーションが不自由な在留外国人に対して、宿泊療養施設における対応策を検討している。
30,2021-01-28,6,24,"※ 国の指標及び目安における、病床全体のひっ迫具合を示す、最大確保病床数(都は 4,700 床)に占める入院患者数の割合は、1 月 27 日時点で 61.1%となっており、国の指標及び目安におけるステージIVとなっている。"
30,2021-01-28,6,25,"また、同時点の確保病床数(都は 4,700 床)に占める入院患者数の割合も 61.1%となっており、国の指標及び目安におけるステージIIIの 25%を大きく超えた数値となっている。"
30,2021-01-28,6,26,また、人口 10 万人当たりの全療養者数(入院、自宅・宿泊療養者等の合計)は、前回の 140.3 人から 1 月 27 日時点で 115.8 人となり、国の指標及び目安におけるステージIVとなっている。
30,2021-01-28,7,1,東京都は、その時点で、人工呼吸器又は ECMO を使用している患者数を重症患者数とし、医療提供体制の指標としてモニタリングしている。
30,2021-01-28,7,2,東京都は、人工呼吸器又は ECMO による治療が可能な重症用病床を確保している。
30,2021-01-28,7,3,重症用病床は、重症患者及び集中的な管理を行っている重症患者に準ずる患者(人工呼吸器又は ECMO の治療が間もなく必要になる可能性が高い状態の患者、及び離脱後の不安定な状態の患者等)の一部が使用する病床である。
30,2021-01-28,7,4,(1) 重症患者数は、前回の 160 人から 1 月 27 日時点で 159 人となった。
30,2021-01-28,7,5,(2) 今週、新たに人工呼吸器を装着した患者は 90 人(先週は 84 人)であり、人工呼吸器から離脱した患者 71 人(先週は 48 人)、人工呼吸器使用中に死亡した患者 12 人(先週は 20 人)であった。
30,2021-01-28,7,6,(3) 今週、新たに ECMO を導入した患者は 5 人で、ECMO から離脱した患者は 2 人であった。
30,2021-01-28,7,7,1 月 27 日時点において、人工呼吸器を装着している患者が 159 人で、うち 11 人の患者が ECMO を使用している。
30,2021-01-28,7,8,(4) 1 月 27 日時点で集中的な管理を行っている重症患者に準ずる患者は、人工呼吸器又は ECMO の治療が間もなく必要になる可能性が高い状態の患者等 279 人(先週は 269 人)、離脱後の不安定な状態の患者 122 人(先週は 100 人)であった。
30,2021-01-28,7,9,【コメント】ア)重症患者数は新規陽性者数の増加から遅れて増加する。
30,2021-01-28,7,10,重症化リスクの高い高齢者の新規陽性者数の割合が上昇する中、重症患者のための医療提供体制の危機的状況が継続している。
30,2021-01-28,7,11,破綻を回避するためには、新規陽性者数を減らし、重症患者数を減少させることが最も重要である。
30,2021-01-28,7,12,イ)今週、人工呼吸器を離脱した患者の、装着から離脱までの日数の中央値は 7.0 日、平均値は 9.1 日であった。
30,2021-01-28,7,13,人工呼吸器の離脱まで長期間を要する患者が増加すると、重症患者数は急増し、医療提供体制の危機的状況が数週間続くと思われる。
30,2021-01-28,7,14,ウ)人工呼吸器又は ECMO の治療が間もなく必要になる可能性が高い状態の患者の数が、高い水準で推移しており、重症患者の増加が危惧される。
30,2021-01-28,7,15,エ)現状では、新規陽性者数のうち約 1%が重症化している。
30,2021-01-28,7,16,新規陽性者数の増加を抑制するため、実効性のある感染防止対策を緩めることなく徹底し、重症患者数の増加を防ぐことが最も重要である。
30,2021-01-28,7,17,オ)重症患者のための診療体制の確保には、通常の医療を行っている病床と医師、看護師等を転用する必要があり、レベル 3-1 以上のさらなる重症用病床の確保に向け、医療機関は救急の受入れや予定手術の制限を余儀なくされているだけでなく、救命救急医療を通常通り提供できなくなっている。
30,2021-01-28,7,18,カ)重症患者のための医療提供体制を確保するためには、重症の状態を脱した患者や陰性化した患者が円滑に転院できるシステムの構築を検討する必要がある。
30,2021-01-28,7,19,1 月 27 日時点の重症患者数は 159 人で、年代別内訳は 40 代が 6 人、50 代が 17 人、60 代が 48 人、70 代が 58 人80 代が 27 人、90 代が 3 人である。
30,2021-01-28,7,20,年代別にみると 70 代の重症患者数が最も多かった。
30,2021-01-28,7,21,性別では、男性 116 人、女性 43 人であった。
30,2021-01-28,7,22,【コメント】ア)70 代以上の重症患者数が約 6 割を占めており、重症化リスクの高い人への感染を防ぐためには、引き続き家族間職場および医療・介護施設内における感染予防策の徹底が必要である。
30,2021-01-28,7,23,イ)基礎疾患を有する人、肥満、喫煙歴のある人は、若年であっても重症化リスクが高い。
30,2021-01-28,7,24,あらゆる世代が、感染リスクの当事者であるという意識を持つよう普及啓発する必要がある。
30,2021-01-28,7,25,ウ)死亡者数は前々週の 55 人、前週の 39 人から今週は 68 人となった。
30,2021-01-28,7,26,今週の死亡者のうち、70 代以上の死亡者が61 人であった。
30,2021-01-28,7,27,新規重症患者(人工呼吸器装着)数の 7 日間平均は、1 月 19 日の 13.7 人/日から 1 月 26 日時点の 11.9 人/日となった。
30,2021-01-28,7,28,【コメント】ア)新規重症患者数は週当たり約 80 人と高い水準となっており、1 月 19 日には 1 日で新規の人工呼吸器装着した患者が 20 人にのぼった。
30,2021-01-28,7,29,イ)例年、冬期は脳卒中・心筋梗塞などの入院患者が増加する時期であり、新型コロナウイルス感染症の重症患者だけでなく、他の傷病による重症患者の受入れが困難になっており、多くの命が失われる危機に直面している。
30,2021-01-28,7,30,ウ)重症患者数は新規陽性者数の増加から少し遅れて増加してくることや、重症患者は ICU 等の病床の占有期間が長期化することを念頭に置きつつ、重症用病床の確保を進める必要がある。
30,2021-01-28,7,31,エ)重症患者の約4割は今週新たに人工呼吸器を装着した患者である。
30,2021-01-28,7,32,陽性判明日から人工呼吸器の装着までは平均5.4 日で、入院から人工呼吸器装着までは平均 3.3 日であった。
30,2021-01-28,7,33,そのうち、1 月 27 日時点で継続して装着している患者は 61 人で、うち 19 人が陽性判明日から 2 日以内に人工呼吸器を装着した。
30,2021-01-28,7,34,自覚症状に乏しい高齢者などは受診が遅れがちであると思われ、患者の重症化を防ぐためには、症状がある人は早期に受診相談するよう普及啓発する必要がある。
30,2021-01-28,7,35,※ 国の指標及び目安における重症者数(集中治療室(ICU)、ハイケアユニット(HCU)等入室または人工呼吸器か ECMO使用)は、1 月 27 日時点で 565 人、うち、ICU 入室または人工呼吸器か ECMO 使用は 195 人となっている(人工呼吸器か ECMO を使用しない ICU 入室患者を含む)。
31,2021-02-04,1,1,都外居住者が自己採取し郵送した検体を、都内医療機関で検査を行った結果、陽性者として、都内保健所へ発生届を提出する例が散見されるようになった。
31,2021-02-04,1,2,これらの陽性者は、東京都の発生者ではないため、新規陽性者数から除いてモニタリングしている(今週 1 月 26 日から 2 月 1 日まで(以下「今週」という。
31,2021-02-04,1,3,)は 230 人)。
31,2021-02-04,1,4,"(1) 新規陽性者数の 7 日間平均は、1 月 13 日 1,699 人、1 月 20 日 1,471 人、前回 1 月 27 日時点(以下「前回という。"
31,2021-02-04,1,5,")の約 1,015 人から 2 月 3 日時点で約 684 人と減少したものの、高い値で推移している。"
31,2021-02-04,1,6,(2) 新規陽性者数の増加比が 100%を超えることは感染拡大の指標となり、100%を下回ることは新規陽性者数の減少の指標となる。
31,2021-02-04,1,7,増加比は前回の約 69%から今回は約 67%と横ばいであり、前回に引き続き 100%を下回った。
31,2021-02-04,1,8,【コメント】ア)新規陽性者数が減少する中、病院や高齢者施設でクラスターが多発するとともに、同居する人からの感染等により、高齢者層への感染拡大が続いている。
31,2021-02-04,1,9,引き続き厳重な警戒が必要である。
31,2021-02-04,1,10,"イ)新規陽性者数の 7 日間平均は、直近のピーク時1月 11 日 1,767 人からは大きく減少したものの、依然として高い値である。"
31,2021-02-04,1,11,引き続き実効性のある感染拡大防止対策を緩めることなく徹底することにより、新規陽性者数をさらに減少させなければならない。
31,2021-02-04,1,12,ウ)今回、新規陽性者数の増加比は約 67%と前回に引き続き 100%を下回ったが、その人数は高い水準で推移しており、極めて深刻な感染状況が続いている。
31,2021-02-04,1,13,エ)新規陽性者数の増加比約 67%を 4 週間維持することが出来れば、新規陽性者数の 7 日平均は約 138 人になり、もし増加比を 50%まで減少させて 4 週間維持することが出来れば、新規陽性者数の 7 日平均は約 43 人になり、保健所の積極的疫学調査や医療提供体制が大きく改善されることが期待できると考える。
31,2021-02-04,1,14,オ)国内では、英国や南アフリカ共和国等で流行している変異ウイルスが確認されている。
31,2021-02-04,1,15,都内では、これまで合計で 12 件の変異株が検出され、現在、都では新型コロナウイルス陽性となった検体中の特異的塩基配列を検出することにより、変異株の有無について遺伝子解析を行っている。
31,2021-02-04,1,16,変異株の遺伝子解析や接触歴等調査が徹底的に行われるためにも、新規陽性者数を減少させることが最も重要である。
31,2021-02-04,1,17,カ)都は、2 月 3 日、ワクチン接種を迅速かつ円滑に実施するため、区市町村や医師会等とともにワクチンチームを立ち上げた。
31,2021-02-04,1,18,ワクチン接種のための医療人材を確保するためにも、新規陽性者数を減少させることが最も重要である。
31,2021-02-04,1,19,今週の報告では、10 歳未満 3.5%、10 代 4.8%、20 代 18.3%、30 代 15.6%、40 代 14.0%、50 代 14.1%、60 代 8.5%、70 代 9.0%、80 代 8.9%、90 代以上 3.3%であった。
31,2021-02-04,1,20,新規陽性者数に占める 10 代、20 代の割合は前週と比べ低下した一方、70 代以上の割合は 20%を超えた。
31,2021-02-04,1,21,(1)新規陽性者数に占める 65 歳以上の高齢者数は、前週 1 月 19 日から 1 月 25 日まで(以下「前週」という。
31,2021-02-04,1,22,")の 1,663 人(21.8%)から、今週は 1,409 人(25.6%)と依然として高い水準で推移し、割合はさらに上昇した。"
31,2021-02-04,1,23,(2) 65 歳以上の新規陽性者数の 7 日間平均は、前回の約 241 人/日から 2 月 3 日時点で約 176 人/日となった。
31,2021-02-04,1,24,【コメント】ア)新規陽性者数が減少する中、病院や高齢者施設でクラスターが多発し、重症化リスクの高い 65 歳以上の高齢者層に感染が拡大している。
31,2021-02-04,1,25,高齢者層の新規陽性者数の増加を防ぐためには、家庭外で活動する家族、医療機関や高齢者施設で勤務する職員が、新型コロナウイルスに感染しないことが最も重要である。
31,2021-02-04,1,26,イ)高齢者層は重症化リスクが高く、入院期間が長期化することもあるので、本人、家族及び施設等での徹底した感染防止対策が必要である。
31,2021-02-04,1,27,ウ)無症状であっても感染源となるリスクがあることに留意する必要がある。
31,2021-02-04,1,28,エ)患者の重症化を防ぐためには陽性者の早期発見が重要である。
31,2021-02-04,1,29,感染拡大防止の観点からも、発熱や咳、痰、全身のだるさ等の症状がある場合は、かかりつけ医に電話相談すること、かかりつけ医がいない場合は東京都発熱相談センターに電話相談すること等、都民に対する普及啓発が必要である。
31,2021-02-04,1,30,(1)今週の濃厚接触者における感染経路別の割合は、同居する人からの感染が 49.2%と最も多かった。
31,2021-02-04,1,31,次いで施設(施設とは、「特別養護老人ホーム、介護老人保健施設、病院、保育園、学校等の教育施設等」をいう。
31,2021-02-04,1,32,)での感染が 34.4%と前週から約 7 ポイント上昇した。
31,2021-02-04,1,33,新規陽性者数が減少した中で、高齢者層の割合が高くなった原因の一つと考える。
31,2021-02-04,1,34,(2)濃厚接触者における施設での感染が占める割合が、60 代は前週の約 23%から約 33%へと上昇し、70 代は前週の約 37%から約 43%へと上昇した。
31,2021-02-04,1,35,80 代以上では施設での感染が 77.4%と最も多かった。
31,2021-02-04,1,36,(3) 同居する人からの感染が占める割合は 80 代以上を除く全ての年代で最も多く、10 代以下が 86.3%となり、30 代から 60 代で 50%を超えた。
31,2021-02-04,1,37,【コメント】ア)日常生活の中で感染するリスクが高まっており、テレワーク、時差通勤・通学等の拡充を図り、人の流れを減らすことで、感染リスクを大幅に減らす必要がある。
31,2021-02-04,1,38,イ)病院、高齢者施設において施設内感染が多発するとともに、同居する人からの感染等により高齢者層への感染拡大が続いている。
31,2021-02-04,1,39,その中には死亡事例も含まれている。
