meeting_no,meeting_date,monitoring_index,line_number,token,part_of_speech,part_of_speech2,part_of_speech3,part_of_speech4,infl_type,base_form
24,2020-12-17,3,11,潜在,名詞,サ変接続,,,,潜在
24,2020-12-17,3,11,クラ,名詞,固有名詞,一般,,,クラ
24,2020-12-17,3,11,スター,名詞,一般,,,,スター
24,2020-12-17,3,11,発生,名詞,サ変接続,,,,発生
24,2020-12-17,3,11,早期,名詞,一般,,,,早期
24,2020-12-17,3,11,探知,名詞,サ変接続,,,,探知
24,2020-12-17,3,11,感染,名詞,サ変接続,,,,感染
24,2020-12-17,3,11,拡大,名詞,サ変接続,,,,拡大
24,2020-12-17,3,11,防止,名詞,サ変接続,,,,防止
24,2020-12-17,3,11,可能,名詞,形容動詞語幹,,,,可能
24,2020-12-17,3,12,感染,名詞,サ変接続,,,,感染
24,2020-12-17,3,12,経路,名詞,一般,,,,経路
24,2020-12-17,3,12,不明,名詞,形容動詞語幹,,,,不明
24,2020-12-17,3,12,割合,名詞,一般,,,,割合
24,2020-12-17,3,12,前回,名詞,一般,,,,前回
24,2020-12-17,3,12,月,名詞,一般,,,,月
24,2020-12-17,3,12,日時,名詞,一般,,,,日時
24,2020-12-17,3,12,国,名詞,一般,,,,国
24,2020-12-17,3,12,指標,名詞,一般,,,,指標
24,2020-12-17,3,12,目安,名詞,一般,,,,目安
24,2020-12-17,3,12,ステージ,名詞,一般,,,,ステージ
24,2020-12-17,3,12,数値,名詞,一般,,,,数値
24,2020-12-17,4,1,PCR,名詞,固有名詞,組織,,,PCR
24,2020-12-17,4,1,検査,名詞,サ変接続,,,,検査
24,2020-12-17,4,1,抗原,名詞,一般,,,,抗原
24,2020-12-17,4,1,検査,名詞,サ変接続,,,,検査
24,2020-12-17,4,1,PCR,名詞,固有名詞,組織,,,PCR
24,2020-12-17,4,1,検査,名詞,サ変接続,,,,検査
24,2020-12-17,4,2,陽性,名詞,一般,,,,陽性
24,2020-12-17,4,2,検査,名詞,サ変接続,,,,検査
24,2020-12-17,4,2,体制,名詞,一般,,,,体制
24,2020-12-17,4,2,指標,名詞,一般,,,,指標
24,2020-12-17,4,2,モニタリング,名詞,一般,,,,モニタリング
24,2020-12-17,4,3,迅速,名詞,形容動詞語幹,,,,迅速
24,2020-12-17,4,3,PCR,名詞,固有名詞,組織,,,PCR
24,2020-12-17,4,3,検査,名詞,サ変接続,,,,検査
24,2020-12-17,4,3,実施,名詞,サ変接続,,,,実施
24,2020-12-17,4,3,感染,名詞,サ変接続,,,,感染
24,2020-12-17,4,3,拡大,名詞,サ変接続,,,,拡大
24,2020-12-17,4,3,防止,名詞,サ変接続,,,,防止
24,2020-12-17,4,3,重症,名詞,一般,,,,重症
24,2020-12-17,4,3,予防,名詞,サ変接続,,,,予防
24,2020-12-17,4,3,双方,名詞,一般,,,,双方
24,2020-12-17,4,3,効果,名詞,一般,,,,効果
24,2020-12-17,4,4,日,名詞,固有名詞,地域,国,,日
24,2020-12-17,4,4,平均,名詞,サ変接続,,,,平均
24,2020-12-17,4,4,PCR,名詞,固有名詞,組織,,,PCR
24,2020-12-17,4,4,検査,名詞,サ変接続,,,,検査
24,2020-12-17,4,4,陽性,名詞,一般,,,,陽性
24,2020-12-17,4,4,月,名詞,一般,,,,月
24,2020-12-17,4,4,初旬,名詞,副詞可能,,,,初旬
24,2020-12-17,4,4,増加,名詞,サ変接続,,,,増加
24,2020-12-17,4,4,傾向,名詞,一般,,,,傾向
24,2020-12-17,4,4,前回,名詞,一般,,,,前回
24,2020-12-17,4,4,月,名詞,一般,,,,月
24,2020-12-17,4,4,日時,名詞,一般,,,,日時
24,2020-12-17,4,4,増加,名詞,サ変接続,,,,増加
24,2020-12-17,4,5,日,名詞,固有名詞,地域,国,,日
24,2020-12-17,4,5,平均,名詞,サ変接続,,,,平均
24,2020-12-17,4,5,PCR,名詞,固有名詞,組織,,,PCR
24,2020-12-17,4,5,検査,名詞,サ変接続,,,,検査
24,2020-12-17,4,5,人数,名詞,一般,,,,人数
24,2020-12-17,4,5,前回,名詞,一般,,,,前回
24,2020-12-17,4,5,人,名詞,一般,,,,人
24,2020-12-17,4,5,月,名詞,一般,,,,月
24,2020-12-17,4,5,日時,名詞,一般,,,,日時
24,2020-12-17,4,5,人,名詞,一般,,,,人
24,2020-12-17,4,6,コメント,名詞,サ変接続,,,,コメント
24,2020-12-17,4,6,PCR,名詞,固有名詞,組織,,,PCR
24,2020-12-17,4,6,検査,名詞,サ変接続,,,,検査
24,2020-12-17,4,6,陽性,名詞,一般,,,,陽性
24,2020-12-17,4,6,月,名詞,一般,,,,月
24,2020-12-17,4,6,後半,名詞,副詞可能,,,,後半
24,2020-12-17,4,6,値,名詞,一般,,,,値
24,2020-12-17,4,6,推移,名詞,サ変接続,,,,推移
24,2020-12-17,4,7,感染,名詞,サ変接続,,,,感染
24,2020-12-17,4,7,リスク,名詞,一般,,,,リスク
24,2020-12-17,4,7,地域,名詞,一般,,,,地域
24,2020-12-17,4,7,集団,名詞,一般,,,,集団
24,2020-12-17,4,7,重症,名詞,一般,,,,重症
24,2020-12-17,4,7,リスク,名詞,一般,,,,リスク
24,2020-12-17,4,7,高齢,名詞,一般,,,,高齢
24,2020-12-17,4,7,施設,名詞,サ変接続,,,,施設
24,2020-12-17,4,7,感染,名詞,サ変接続,,,,感染
24,2020-12-17,4,7,予防,名詞,サ変接続,,,,予防
24,2020-12-17,4,7,情報,名詞,一般,,,,情報
24,2020-12-17,4,7,提供,名詞,サ変接続,,,,提供
24,2020-12-17,4,7,感染,名詞,サ変接続,,,,感染
24,2020-12-17,4,7,拡大,名詞,サ変接続,,,,拡大
24,2020-12-17,4,7,抑止,名詞,サ変接続,,,,抑止
24,2020-12-17,4,7,観点,名詞,一般,,,,観点
24,2020-12-17,4,7,症状,名詞,一般,,,,症状
24,2020-12-17,4,7,集中,名詞,サ変接続,,,,集中
24,2020-12-17,4,7,PCR,名詞,固有名詞,組織,,,PCR
24,2020-12-17,4,7,検査,名詞,サ変接続,,,,検査
24,2020-12-17,4,7,戦略,名詞,一般,,,,戦略
24,2020-12-17,4,7,早急,名詞,形容動詞語幹,,,,早急
24,2020-12-17,4,7,検討,名詞,サ変接続,,,,検討
24,2020-12-17,4,7,必要,名詞,形容動詞語幹,,,,必要
24,2020-12-17,4,8,現在,名詞,副詞可能,,,,現在
24,2020-12-17,4,8,都,名詞,一般,,,,都
24,2020-12-17,4,8,最大,名詞,一般,,,,最大
24,2020-12-17,4,8,PCR,名詞,固有名詞,組織,,,PCR
24,2020-12-17,4,8,検査,名詞,サ変接続,,,,検査
24,2020-12-17,4,8,能力,名詞,一般,,,,能力
24,2020-12-17,4,8,確保,名詞,サ変接続,,,,確保
24,2020-12-17,4,8,検査,名詞,サ変接続,,,,検査
24,2020-12-17,4,8,体制,名詞,一般,,,,体制
24,2020-12-17,4,8,検討,名詞,サ変接続,,,,検討
24,2020-12-17,4,9,国,名詞,一般,,,,国
24,2020-12-17,4,9,指標,名詞,一般,,,,指標
24,2020-12-17,4,9,目安,名詞,一般,,,,目安
24,2020-12-17,4,9,ステージ,名詞,一般,,,,ステージ
24,2020-12-17,4,9,値,名詞,一般,,,,値
24,2020-12-17,4,9,ステージ,名詞,一般,,,,ステージ
24,2020-12-17,4,9,相当,名詞,サ変接続,,,,相当
24,2020-12-17,5,1,東京,名詞,固有名詞,地域,一般,,東京
24,2020-12-17,5,1,ルール,名詞,一般,,,,ルール
24,2020-12-17,5,1,適用,名詞,サ変接続,,,,適用
24,2020-12-17,5,1,件数,名詞,一般,,,,件数
24,2020-12-17,5,1,日,名詞,固有名詞,地域,国,,日
24,2020-12-17,5,1,平均,名詞,サ変接続,,,,平均
24,2020-12-17,5,1,前回,名詞,一般,,,,前回
24,2020-12-17,5,1,件,名詞,一般,,,,件
24,2020-12-17,5,1,月,名詞,一般,,,,月
24,2020-12-17,5,1,日時,名詞,一般,,,,日時
24,2020-12-17,5,1,件,名詞,一般,,,,件
24,2020-12-17,5,1,横ばい,名詞,サ変接続,,,,横ばい
24,2020-12-17,5,2,コメント,名詞,サ変接続,,,,コメント
24,2020-12-17,5,2,今週,名詞,副詞可能,,,,今週
24,2020-12-17,5,2,東京,名詞,固有名詞,地域,一般,,東京
24,2020-12-17,5,2,ルール,名詞,一般,,,,ルール
24,2020-12-17,5,2,適用,名詞,サ変接続,,,,適用
24,2020-12-17,5,2,件数,名詞,一般,,,,件数
24,2020-12-17,5,2,横ばい,名詞,サ変接続,,,,横ばい
24,2020-12-17,5,2,今後,名詞,副詞可能,,,,今後
24,2020-12-17,5,2,推移,名詞,サ変接続,,,,推移
24,2020-12-17,5,2,注視,名詞,サ変接続,,,,注視
24,2020-12-17,5,2,必要,名詞,形容動詞語幹,,,,必要
24,2020-12-17,6,1,月,名詞,一般,,,,月
24,2020-12-17,6,1,日時,名詞,一般,,,,日時
24,2020-12-17,6,1,入院,名詞,サ変接続,,,,入院
24,2020-12-17,6,1,患者,名詞,一般,,,,患者
24,2020-12-17,6,1,増加,名詞,サ変接続,,,,増加
24,2020-12-17,6,1,傾向,名詞,一般,,,,傾向
24,2020-12-17,6,1,前回,名詞,一般,,,,前回
24,2020-12-17,6,1,人,名詞,一般,,,,人
24,2020-12-17,6,1,人,名詞,一般,,,,人
24,2020-12-17,6,2,陽性,名詞,一般,,,,陽性
24,2020-12-17,6,2,陽性,名詞,一般,,,,陽性
24,2020-12-17,6,2,同様,名詞,形容動詞語幹,,,,同様
24,2020-12-17,6,2,感染,名詞,サ変接続,,,,感染
24,2020-12-17,6,2,防御,名詞,サ変接続,,,,防御
24,2020-12-17,6,2,対策,名詞,サ変接続,,,,対策
24,2020-12-17,6,2,個室,名詞,一般,,,,個室
24,2020-12-17,6,2,管理,名詞,サ変接続,,,,管理
24,2020-12-17,6,2,必要,名詞,形容動詞語幹,,,,必要
24,2020-12-17,6,2,疑い,名詞,一般,,,,疑い
24,2020-12-17,6,2,患者,名詞,一般,,,,患者
24,2020-12-17,6,2,日当,名詞,固有名詞,人名,姓,,日当
24,2020-12-17,6,2,都内,名詞,一般,,,,都内
24,2020-12-17,6,2,全域,名詞,一般,,,,全域
24,2020-12-17,6,2,最大,名詞,一般,,,,最大
24,2020-12-17,6,2,人,名詞,一般,,,,人
24,2020-12-17,6,3,コメント,名詞,サ変接続,,,,コメント
24,2020-12-17,6,3,今週,名詞,副詞可能,,,,今週
24,2020-12-17,6,3,入院,名詞,サ変接続,,,,入院
24,2020-12-17,6,3,患者,名詞,一般,,,,患者
24,2020-12-17,6,3,一時,名詞,副詞可能,,,,一時
24,2020-12-17,6,3,人,名詞,一般,,,,人
24,2020-12-17,6,3,非常,名詞,形容動詞語幹,,,,非常
24,2020-12-17,6,3,水準,名詞,一般,,,,水準
24,2020-12-17,6,3,増加,名詞,サ変接続,,,,増加
24,2020-12-17,6,3,医療,名詞,一般,,,,医療
24,2020-12-17,6,3,提供,名詞,サ変接続,,,,提供
24,2020-12-17,6,3,体制,名詞,一般,,,,体制
24,2020-12-17,6,3,逼迫,名詞,サ変接続,,,,逼迫
24,2020-12-17,6,4,新規,名詞,一般,,,,新規
24,2020-12-17,6,4,陽性,名詞,一般,,,,陽性
24,2020-12-17,6,4,増加,名詞,サ変接続,,,,増加
24,2020-12-17,6,4,現在,名詞,副詞可能,,,,現在
24,2020-12-17,6,4,増加,名詞,サ変接続,,,,増加
24,2020-12-17,6,4,週間,名詞,一般,,,,週間
24,2020-12-17,6,4,継続,名詞,サ変接続,,,,継続
24,2020-12-17,6,4,新規,名詞,一般,,,,新規
24,2020-12-17,6,4,陽性,名詞,一般,,,,陽性
24,2020-12-17,6,4,倍,名詞,一般,,,,倍
24,2020-12-17,6,4,人,名詞,一般,,,,人
24,2020-12-17,6,4,週間,名詞,一般,,,,週間
24,2020-12-17,6,4,月,名詞,一般,,,,月
24,2020-12-17,6,4,日,名詞,一般,,,,日
24,2020-12-17,6,4,医療,名詞,一般,,,,医療
24,2020-12-17,6,4,提供,名詞,サ変接続,,,,提供
24,2020-12-17,6,4,体制,名詞,一般,,,,体制
24,2020-12-17,6,4,深刻,名詞,形容動詞語幹,,,,深刻
24,2020-12-17,6,4,機能,名詞,サ変接続,,,,機能
24,2020-12-17,6,4,不全,名詞,一般,,,,不全
24,2020-12-17,6,4,保健所,名詞,一般,,,,保健所
24,2020-12-17,6,4,業務,名詞,一般,,,,業務
24,2020-12-17,6,4,支障,名詞,一般,,,,支障
24,2020-12-17,6,4,発生,名詞,サ変接続,,,,発生
24,2020-12-17,6,4,危惧,名詞,サ変接続,,,,危惧
24,2020-12-17,6,5,前回,名詞,一般,,,,前回
24,2020-12-17,6,5,モニタリング,名詞,一般,,,,モニタリング
24,2020-12-17,6,5,会議,名詞,サ変接続,,,,会議
24,2020-12-17,6,5,意見,名詞,サ変接続,,,,意見
24,2020-12-17,6,5,都,名詞,一般,,,,都
24,2020-12-17,6,5,今週,名詞,副詞可能,,,,今週
24,2020-12-17,6,5,レベル,名詞,一般,,,,レベル
24,2020-12-17,6,5,重症,名詞,一般,,,,重症
24,2020-12-17,6,5,病床,名詞,一般,,,,病床
24,2020-12-17,6,5,床,名詞,一般,,,,床
24,2020-12-17,6,5,中等,名詞,一般,,,,中等
24,2020-12-17,6,5,病床,名詞,一般,,,,病床
24,2020-12-17,6,5,床,名詞,一般,,,,床
24,2020-12-17,6,5,病床,名詞,一般,,,,病床
24,2020-12-17,6,5,確保,名詞,サ変接続,,,,確保
24,2020-12-17,6,5,要請,名詞,サ変接続,,,,要請
24,2020-12-17,6,6,新型,名詞,一般,,,,新型
24,2020-12-17,6,6,コロナ,名詞,一般,,,,コロナ
24,2020-12-17,6,6,ウイルス,名詞,一般,,,,ウイルス
24,2020-12-17,6,6,感染,名詞,サ変接続,,,,感染
24,2020-12-17,6,6,患者,名詞,一般,,,,患者
24,2020-12-17,6,6,病床,名詞,一般,,,,病床
24,2020-12-17,6,6,確保,名詞,サ変接続,,,,確保
24,2020-12-17,6,6,医療,名詞,一般,,,,医療
24,2020-12-17,6,6,機関,名詞,一般,,,,機関
24,2020-12-17,6,6,通常,名詞,一般,,,,通常
24,2020-12-17,6,6,医療,名詞,一般,,,,医療
24,2020-12-17,6,6,病床,名詞,一般,,,,病床
24,2020-12-17,6,6,新型,名詞,一般,,,,新型
24,2020-12-17,6,6,コロナ,名詞,一般,,,,コロナ
24,2020-12-17,6,6,ウイルス,名詞,一般,,,,ウイルス
24,2020-12-17,6,6,感染,名詞,サ変接続,,,,感染
24,2020-12-17,6,6,患者,名詞,一般,,,,患者
24,2020-12-17,6,6,転用,名詞,サ変接続,,,,転用
24,2020-12-17,6,7,入院,名詞,サ変接続,,,,入院
24,2020-12-17,6,7,患者,名詞,一般,,,,患者
24,2020-12-17,6,7,増加,名詞,サ変接続,,,,増加
24,2020-12-17,6,7,傾向,名詞,一般,,,,傾向
24,2020-12-17,6,7,病床,名詞,一般,,,,病床
24,2020-12-17,6,7,転用,名詞,サ変接続,,,,転用
24,2020-12-17,6,7,人員,名詞,一般,,,,人員
24,2020-12-17,6,7,配転,名詞,サ変接続,,,,配転
24,2020-12-17,6,7,新型,名詞,一般,,,,新型
24,2020-12-17,6,7,コロナ,名詞,一般,,,,コロナ
24,2020-12-17,6,7,ウイルス,名詞,一般,,,,ウイルス
24,2020-12-17,6,7,感染,名詞,サ変接続,,,,感染
24,2020-12-17,6,7,患者,名詞,一般,,,,患者
24,2020-12-17,6,7,医療,名詞,一般,,,,医療
24,2020-12-17,6,7,通常,名詞,一般,,,,通常
24,2020-12-17,6,7,医療,名詞,一般,,,,医療
24,2020-12-17,6,7,両立,名詞,サ変接続,,,,両立
24,2020-12-17,6,7,困難,名詞,形容動詞語幹,,,,困難
24,2020-12-17,6,7,状況,名詞,一般,,,,状況
24,2020-12-17,6,8,陽性,名詞,一般,,,,陽性
24,2020-12-17,6,8,患者,名詞,一般,,,,患者
24,2020-12-17,6,8,入院,名詞,サ変接続,,,,入院
24,2020-12-17,6,8,退院,名詞,サ変接続,,,,退院
24,2020-12-17,6,8,手続き,名詞,サ変接続,,,,手続き
24,2020-12-17,6,8,感染,名詞,サ変接続,,,,感染
24,2020-12-17,6,8,防御,名詞,サ変接続,,,,防御
24,2020-12-17,6,8,対策,名詞,サ変接続,,,,対策
24,2020-12-17,6,8,検査,名詞,サ変接続,,,,検査
24,2020-12-17,6,8,調整,名詞,サ変接続,,,,調整
24,2020-12-17,6,8,消毒,名詞,サ変接続,,,,消毒
24,2020-12-17,6,8,通常,名詞,一般,,,,通常
24,2020-12-17,6,8,患者,名詞,一般,,,,患者
24,2020-12-17,6,8,多く,名詞,副詞可能,,,,多く
24,2020-12-17,6,8,人手,名詞,一般,,,,人手
24,2020-12-17,6,8,労力,名詞,一般,,,,労力
24,2020-12-17,6,8,時間,名詞,副詞可能,,,,時間
24,2020-12-17,6,8,必要,名詞,形容動詞語幹,,,,必要
24,2020-12-17,6,9,都,名詞,一般,,,,都
24,2020-12-17,6,9,病院,名詞,一般,,,,病院
24,2020-12-17,6,9,実情,名詞,一般,,,,実情
24,2020-12-17,6,9,入院,名詞,サ変接続,,,,入院
24,2020-12-17,6,9,調整,名詞,サ変接続,,,,調整
24,2020-12-17,6,9,毎日,名詞,副詞可能,,,,毎日
24,2020-12-17,6,9,医療,名詞,一般,,,,医療
24,2020-12-17,6,9,機関,名詞,一般,,,,機関
24,2020-12-17,6,9,当日,名詞,副詞可能,,,,当日
24,2020-12-17,6,9,受入れ,名詞,一般,,,,受入れ
24,2020-12-17,6,9,可能,名詞,形容動詞語幹,,,,可能
24,2020-12-17,6,9,病床,名詞,一般,,,,病床
24,2020-12-17,6,9,報告,名詞,サ変接続,,,,報告
24,2020-12-17,6,9,内容,名詞,一般,,,,内容
24,2020-12-17,6,9,保健所,名詞,一般,,,,保健所
24,2020-12-17,6,9,共有,名詞,サ変接続,,,,共有
24,2020-12-17,6,10,保健所,名詞,一般,,,,保健所
24,2020-12-17,6,10,入院,名詞,サ変接続,,,,入院
24,2020-12-17,6,10,調整,名詞,サ変接続,,,,調整
24,2020-12-17,6,10,本部,名詞,一般,,,,本部
24,2020-12-17,6,10,調整,名詞,サ変接続,,,,調整
24,2020-12-17,6,10,依頼,名詞,サ変接続,,,,依頼
24,2020-12-17,6,10,件数,名詞,一般,,,,件数
24,2020-12-17,6,10,新規,名詞,一般,,,,新規
24,2020-12-17,6,10,陽性,名詞,一般,,,,陽性
24,2020-12-17,6,10,急増,名詞,サ変接続,,,,急増
24,2020-12-17,6,10,件,名詞,一般,,,,件
24,2020-12-17,6,10,水準,名詞,一般,,,,水準
24,2020-12-17,6,10,推移,名詞,サ変接続,,,,推移
24,2020-12-17,6,10,入院,名詞,サ変接続,,,,入院
24,2020-12-17,6,10,調整,名詞,サ変接続,,,,調整
24,2020-12-17,6,10,前週,名詞,副詞可能,,,,前週
24,2020-12-17,6,10,難航,名詞,サ変接続,,,,難航
24,2020-12-17,6,10,連日,名詞,副詞可能,,,,連日
24,2020-12-17,6,10,翌日,名詞,副詞可能,,,,翌日
24,2020-12-17,6,10,以降,名詞,副詞可能,,,,以降
24,2020-12-17,6,10,調整,名詞,サ変接続,,,,調整
24,2020-12-17,6,10,待機,名詞,サ変接続,,,,待機
24,2020-12-17,6,10,例,名詞,一般,,,,例
24,2020-12-17,6,10,多数,名詞,副詞可能,,,,多数
24,2020-12-17,6,11,医療,名詞,一般,,,,医療
24,2020-12-17,6,11,機関,名詞,一般,,,,機関
24,2020-12-17,6,11,受け入れ,名詞,一般,,,,受け入れ
24,2020-12-17,6,11,体制,名詞,一般,,,,体制
24,2020-12-17,6,11,逼迫,名詞,サ変接続,,,,逼迫
24,2020-12-17,6,12,入院,名詞,サ変接続,,,,入院
24,2020-12-17,6,12,患者,名詞,一般,,,,患者
24,2020-12-17,6,12,急増,名詞,サ変接続,,,,急増
24,2020-12-17,6,12,受入,名詞,一般,,,,受入
24,2020-12-17,6,12,可能,名詞,形容動詞語幹,,,,可能
24,2020-12-17,6,12,病床,名詞,一般,,,,病床
24,2020-12-17,6,12,状況,名詞,一般,,,,状況
24,2020-12-17,6,12,緊急,名詞,形容動詞語幹,,,,緊急
24,2020-12-17,6,12,重症,名詞,一般,,,,重症
24,2020-12-17,6,12,患者,名詞,一般,,,,患者
24,2020-12-17,6,12,認知,名詞,サ変接続,,,,認知
24,2020-12-17,6,12,透析,名詞,サ変接続,,,,透析
24,2020-12-17,6,12,患者,名詞,一般,,,,患者
24,2020-12-17,6,12,精神,名詞,一般,,,,精神
24,2020-12-17,6,12,疾患,名詞,一般,,,,疾患
24,2020-12-17,6,12,患者,名詞,一般,,,,患者
24,2020-12-17,6,12,病院,名詞,一般,,,,病院
24,2020-12-17,6,12,高齢,名詞,一般,,,,高齢
24,2020-12-17,6,12,施設,名詞,サ変接続,,,,施設
24,2020-12-17,6,12,転院,名詞,一般,,,,転院
24,2020-12-17,6,12,中等,名詞,一般,,,,中等
24,2020-12-17,6,12,新規,名詞,一般,,,,新規
24,2020-12-17,6,12,入院,名詞,サ変接続,,,,入院
24,2020-12-17,6,12,患者,名詞,一般,,,,患者
24,2020-12-17,6,12,入院,名詞,サ変接続,,,,入院
24,2020-12-17,6,12,調整,名詞,サ変接続,,,,調整
24,2020-12-17,6,12,難航,名詞,サ変接続,,,,難航
24,2020-12-17,6,13,入院,名詞,サ変接続,,,,入院
24,2020-12-17,6,13,患者,名詞,一般,,,,患者
24,2020-12-17,6,13,年代,名詞,一般,,,,年代
24,2020-12-17,6,13,割合,名詞,一般,,,,割合
24,2020-12-17,6,13,月,名詞,一般,,,,月
24,2020-12-17,6,13,中旬,名詞,副詞可能,,,,中旬
24,2020-12-17,6,13,以降,名詞,副詞可能,,,,以降
24,2020-12-17,6,13,増加,名詞,サ変接続,,,,増加
24,2020-12-17,6,13,全体,名詞,副詞可能,,,,全体
24,2020-12-17,6,13,割合,名詞,一般,,,,割合
24,2020-12-17,6,14,月,名詞,一般,,,,月
24,2020-12-17,6,14,以降,名詞,副詞可能,,,,以降
24,2020-12-17,6,14,代,名詞,一般,,,,代
24,2020-12-17,6,14,代,名詞,一般,,,,代
24,2020-12-17,6,14,割合,名詞,一般,,,,割合
24,2020-12-17,6,14,増加,名詞,サ変接続,,,,増加
24,2020-12-17,6,15,コメント,名詞,サ変接続,,,,コメント
24,2020-12-17,6,15,家庭,名詞,一般,,,,家庭
24,2020-12-17,6,15,施設,名詞,サ変接続,,,,施設
24,2020-12-17,6,15,はじめ,名詞,副詞可能,,,,はじめ
24,2020-12-17,6,15,重症,名詞,一般,,,,重症
24,2020-12-17,6,15,リスク,名詞,一般,,,,リスク
24,2020-12-17,6,15,高齢,名詞,一般,,,,高齢
24,2020-12-17,6,15,感染,名詞,サ変接続,,,,感染
24,2020-12-17,6,15,機会,名詞,一般,,,,機会
24,2020-12-17,6,15,場面,名詞,一般,,,,場面
24,2020-12-17,6,15,基本,名詞,一般,,,,基本
24,2020-12-17,6,15,感染,名詞,サ変接続,,,,感染
24,2020-12-17,6,15,予防,名詞,サ変接続,,,,予防
24,2020-12-17,6,15,環境,名詞,一般,,,,環境
24,2020-12-17,6,15,清,名詞,固有名詞,人名,名,,清
24,2020-12-17,6,15,拭,名詞,一般,,,,拭
24,2020-12-17,6,15,消毒,名詞,サ変接続,,,,消毒
24,2020-12-17,6,15,徹底,名詞,サ変接続,,,,徹底
24,2020-12-17,6,15,必要,名詞,形容動詞語幹,,,,必要
24,2020-12-17,6,16,検査,名詞,サ変接続,,,,検査
24,2020-12-17,6,16,陽性,名詞,一般,,,,陽性
24,2020-12-17,6,16,療養,名詞,サ変接続,,,,療養
24,2020-12-17,6,16,増加,名詞,サ変接続,,,,増加
24,2020-12-17,6,16,傾向,名詞,一般,,,,傾向
24,2020-12-17,6,16,前回,名詞,一般,,,,前回
24,2020-12-17,6,16,月,名詞,一般,,,,月
24,2020-12-17,6,16,日時,名詞,一般,,,,日時
24,2020-12-17,6,16,人,名詞,一般,,,,人
24,2020-12-17,6,16,月,名詞,一般,,,,月
24,2020-12-17,6,16,日時,名詞,一般,,,,日時
24,2020-12-17,6,16,人,名詞,一般,,,,人
24,2020-12-17,6,17,内訳,名詞,一般,,,,内訳
24,2020-12-17,6,17,入院,名詞,サ変接続,,,,入院
24,2020-12-17,6,17,患者,名詞,一般,,,,患者
24,2020-12-17,6,17,人,名詞,一般,,,,人
24,2020-12-17,6,17,前回,名詞,一般,,,,前回
24,2020-12-17,6,17,人,名詞,一般,,,,人
24,2020-12-17,6,17,宿泊,名詞,サ変接続,,,,宿泊
24,2020-12-17,6,17,療養,名詞,サ変接続,,,,療養
24,2020-12-17,6,17,人,名詞,一般,,,,人
24,2020-12-17,6,17,前回,名詞,一般,,,,前回
24,2020-12-17,6,17,人,名詞,一般,,,,人
24,2020-12-17,6,17,自宅,名詞,一般,,,,自宅
24,2020-12-17,6,17,療養,名詞,サ変接続,,,,療養
24,2020-12-17,6,17,人,名詞,一般,,,,人
24,2020-12-17,6,17,前回,名詞,一般,,,,前回
24,2020-12-17,6,17,人,名詞,一般,,,,人
24,2020-12-17,6,17,入院,名詞,サ変接続,,,,入院
24,2020-12-17,6,17,療養,名詞,サ変接続,,,,療養
24,2020-12-17,6,17,調整,名詞,サ変接続,,,,調整
24,2020-12-17,6,17,人,名詞,一般,,,,人
24,2020-12-17,6,17,前回,名詞,一般,,,,前回
24,2020-12-17,6,17,人,名詞,一般,,,,人
24,2020-12-17,6,18,コメント,名詞,サ変接続,,,,コメント
24,2020-12-17,6,18,保健所,名詞,一般,,,,保健所
24,2020-12-17,6,18,意見,名詞,サ変接続,,,,意見
24,2020-12-17,6,18,交換,名詞,サ変接続,,,,交換
24,2020-12-17,6,18,東京,名詞,固有名詞,地域,一般,,東京
24,2020-12-17,6,18,iCDC,名詞,固有名詞,組織,,,iCDC
24,2020-12-17,6,18,タスクフォース,名詞,一般,,,,タスクフォース
24,2020-12-17,6,18,入院,名詞,サ変接続,,,,入院
24,2020-12-17,6,18,宿泊,名詞,サ変接続,,,,宿泊
24,2020-12-17,6,18,療養,名詞,サ変接続,,,,療養
24,2020-12-17,6,18,確保,名詞,サ変接続,,,,確保
24,2020-12-17,6,18,安全,名詞,形容動詞語幹,,,,安全
24,2020-12-17,6,18,自宅,名詞,一般,,,,自宅
24,2020-12-17,6,18,療養,名詞,サ変接続,,,,療養
24,2020-12-17,6,18,環境,名詞,一般,,,,環境
24,2020-12-17,6,18,整備,名詞,サ変接続,,,,整備
24,2020-12-17,6,18,急変,名詞,サ変接続,,,,急変
24,2020-12-17,6,18,療養,名詞,サ変接続,,,,療養
24,2020-12-17,6,18,フォローアップ,名詞,一般,,,,フォローアップ
24,2020-12-17,6,18,体制,名詞,一般,,,,体制
24,2020-12-17,6,18,地域,名詞,一般,,,,地域
24,2020-12-17,6,18,医療,名詞,一般,,,,医療
24,2020-12-17,6,18,支援,名詞,サ変接続,,,,支援
24,2020-12-17,6,18,構築,名詞,サ変接続,,,,構築
24,2020-12-17,6,18,等,名詞,固有名詞,人名,名,,等
24,2020-12-17,6,18,検討,名詞,サ変接続,,,,検討
24,2020-12-17,6,19,保健所,名詞,一般,,,,保健所
24,2020-12-17,6,19,働,名詞,一般,,,,働
24,2020-12-17,6,19,東京,名詞,固有名詞,地域,一般,,東京
24,2020-12-17,6,19,iCDC,名詞,固有名詞,組織,,,iCDC
24,2020-12-17,6,19,タスクフォース,名詞,一般,,,,タスクフォース
24,2020-12-17,6,19,整備,名詞,サ変接続,,,,整備
24,2020-12-17,6,19,宿泊,名詞,サ変接続,,,,宿泊
24,2020-12-17,6,19,施設,名詞,サ変接続,,,,施設
